world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/portugal/setubal,Setúbal,Setúbal,13,47,see,Moinho de Maré da Mourisca,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,38.5283,-8.80318,Arrábida Natural Park,europe/portugal/setubal/arrabida_natural_park,0.419,16.453,7.847,has_external_url,https://visitsetubal.com/en/one-world/natureza_en/estuario-do-sado_en/moinho-de-mare-da-mourisca_en/,https://en.wikivoyage.org/wiki/Set%C3%BAbal
asia/philippines/samarisland/borongan,Borongan,Borongan,3,22,do,Ando Island or Andis Island,0.89,candidate,has coordinates; has description; high-value type; strong travel term,11.640552467443925,125.48243498229965,Rawis Beach,asia/philippines/samarisland/borongan/rawis_beach,0.316,7.871,6.56,needs_external_source,,https://en.wikivoyage.org/wiki/Borongan
europe/serbia/kosovoprovince/prizren,Prizren,Prizren,7,50,see,Namazgah,0.89,candidate,has coordinates; has description; high-value type; strong travel term,42.214149,20.731014,Bajrakli Gazi Mehmet Pasha Mosque,europe/serbia/kosovoprovince/prizren/gazi_mehmet_pasha_mosque,0.379,0.621,0.692,needs_external_source,,https://en.wikivoyage.org/wiki/Prizren
asia/india/orissa/konark,Konark,Konark,6,6,see,Ramachandi Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,19.85453,86.05934,Konark Sun Temple,asia/india/orissa/konark/sun_temple,0.471,6.036,10.457,needs_external_source,,https://en.wikivoyage.org/wiki/Konark
europe/macedonia/ohrid,Ohrid,Ohrid,13,52,see,Zaum Monastery,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.948889,20.774444,National Museum (Robevci House Annexe),europe/macedonia/ohrid/national_museum,0.414,18.336,18.835,needs_external_source,,https://en.wikivoyage.org/wiki/Ohrid
africa/sierraleone/freetown,Freetown,Freetown,35,49,see,No. 2 River Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,8.3343,-13.2047,Lumley Beach,africa/sierraleone/freetown/lumley_beach,0.5,16.671,17.532,needs_external_source,,https://en.wikivoyage.org/wiki/Freetown
africa/benin/cotonou,Cotonou,Cotonou,8,44,do,Air de Jeux Plage Erevan,0.89,candidate,has coordinates; has description; high-value type; strong travel term,6.34786,2.37849,Etoile Rouge,africa/benin/cotonou/etoile_rouge,0.364,4.337,5.624,needs_external_source,,https://en.wikivoyage.org/wiki/Cotonou
southamerica/brazil/curitiba,Curitiba,Curitiba,10,62,see,São Francisco Ruins,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-25.42705,-49.27567,Largo da Ordem & the Historic Centre,southamerica/brazil/curitiba/largo_da_ordem,0.538,0.462,0.522,needs_external_source,,https://en.wikivoyage.org/wiki/Curitiba
asia/vietnam/danang,Da Nang,Da Nang,4,80,see,Linh Ung Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,16.10032,108.27799,"Lady Buddha, Son Tra",asia/vietnam/danang/lady_buddha,0.353,1.747,7.914,needs_external_source,,https://en.wikivoyage.org/wiki/Da_Nang
asia/china/anhui/huaibei,Huaibei,Huaibei,5,33,see,Han Dynasty gate tower ruins and shuiniu tombs,0.89,candidate,has coordinates; has description; high-value type; strong travel term,33.96,116.79,Xiangshan Park and Temple,asia/china/anhui/huaibei/xiangshan_park,0.366,2.641,1.445,needs_external_source,,https://en.wikivoyage.org/wiki/Huaibei
asia/saudiarabia/taif,Ta’if,Ta'if,12,31,do,Samnan and Samnin Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,21.220808,40.526992,Al Rudaf Park,asia/saudiarabia/taif/al_rudaf_park,0.514,10.642,12.766,needs_external_source,,https://en.wikivoyage.org/wiki/Ta%27if
europe/greece/thassos_island,Thassos,Thasos,14,112,do,Kinira,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.6718,24.7624,Kastro,europe/greece/thassos_island/kastro_village,0.333,9.009,9.482,needs_external_source,,https://en.wikivoyage.org/wiki/Thasos
asia/japan/honshu/nagoya,Nagoya,Nagoya,50,66,see,Shiroyama Hakusan Shrine,0.89,candidate,has coordinates; has description; high-value type; strong travel term,35.1675,136.959722,Atsuta Shrine,asia/japan/honshu/nagoya/atsuta_shrine,0.541,6.437,5.784,needs_external_source,,https://en.wikivoyage.org/wiki/Nagoya
northamerica/unitedstates/oklahoma/muskogee,Muskogee,Muskogee,10,9,see,USS Batfish,0.89,candidate,has coordinates; has description; high-value type; strong travel term,35.79454,-95.31083,USS Batfish and Muskogee War Memorial Park,northamerica/unitedstates/oklahoma/muskogee/uss_batfish,0.415,3.64,7.385,needs_external_source,,https://en.wikivoyage.org/wiki/Muskogee
asia/vietnam/nhatrang,Nha Trang,Nha Trang,10,66,see,Diên Khánh Citadel,0.89,candidate,has coordinates; has description; high-value type; strong travel term,12.2555984,109.0952105,Quán 37 Bún Cá,asia/vietnam/nhatrang/quan_37_bun_ca,0.452,11.043,21.502,needs_external_source,,https://en.wikivoyage.org/wiki/Nha_Trang
europe/hungary/godollo,Gödöllő,Gödöllő,3,60,see,Arboretum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,47.564,19.3864,Queen Elisabeth Park,europe/hungary/godollo/queen_elisabeth_park,0.276,4.56,4.788,needs_external_source,,https://en.wikivoyage.org/wiki/G%C3%B6d%C3%B6ll%C5%91
asia/indonesia/java/surabaya,Surabaya,Surabaya,12,138,see,"Museum Kesehatan dr. Adhyatma, MPH",0.89,candidate,has coordinates; has description; high-value type; strong travel term,-7.239955,112.732064,Jembatan Merah (Red Bridge),asia/indonesia/java/surabaya/jembatan_merah,0.435,1.413,0.948,needs_external_source,,https://en.wikivoyage.org/wiki/Surabaya
europe/latvia/valka,Valka,Valka,0,10,see,The War Cemetery Memorial,0.89,candidate,has coordinates; has description; high-value type; strong travel term,57.7693,26.0165,,,0.0,,0.657,needs_external_source,,https://en.wikivoyage.org/wiki/Valka
asia/syria/aleppo,Aleppo,Aleppo,5,29,see,Cathedral of Saint Ephrem the Syrian,0.89,candidate,has coordinates; has description; high-value type; strong travel term,36.2123,37.1577,Citadel of Aleppo,asia/syria/aleppo/citadel,0.449,1.451,1.553,needs_external_source,,https://en.wikivoyage.org/wiki/Aleppo
europe/greece/drama,Drama,Drama,6,25,see,Castle ruin of Adriani,0.89,candidate,has coordinates; has description; high-value type; strong travel term,41.1907,24.2685,Folklore Museum of Drama,europe/greece/drama/folklore_museum,0.478,11.332,11.147,needs_external_source,,https://en.wikivoyage.org/wiki/Drama
asia/indonesia/java/karimunjawa,Karimunjawa,Karimunjawa,12,26,do,Gelean Island,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-5.879938,110.353562,Pulau Geleang,asia/indonesia/java/karimunjawa/pulau_geleang,0.462,5.719,8.776,needs_external_source,,https://en.wikivoyage.org/wiki/Karimunjawa
asia/turkey/ankara,Ankara,Ankara,13,116,see,Tulumtas Cave,0.89,candidate,has coordinates; has description; high-value type; strong travel term,39.7746,32.6832,Ulus,asia/turkey/ankara/ulus,0.471,23.921,21.839,needs_external_source,,https://en.wikivoyage.org/wiki/Ankara
asia/thailand/chiang_dao,Chiang Dao,Chiang Dao,11,17,see,Wat Pa Bunnak,0.89,candidate,has coordinates; has description; high-value type; strong travel term,19.4054644,98.9932187,Wat Tham Pha Plong,asia/thailand/chiang_dao/wat_tham_pha_plong,0.516,7.776,4.923,needs_external_source,,https://en.wikivoyage.org/wiki/Chiang_Dao
asia/thailand/chumphon,Chumphon,Chumphon,0,24,do,Mo Ku Chumphon National Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,10.356389,99.231667,,,0.0,,16.207,needs_external_source,,https://en.wikivoyage.org/wiki/Chumphon
asia/taiwan/taoyuan,Taoyuan,Taoyuan,9,50,see,At-Taqwa Mosque,0.89,candidate,has coordinates; has description; high-value type; strong travel term,25.067211,121.180358,Sanxia Old Street,asia/taiwan/taoyuan/sanxia_old_street,0.375,24.296,14.691,needs_external_source,,https://en.wikivoyage.org/wiki/Taoyuan
europe/croatia/hvar,Hvar,Hvar,17,12,see,Grapčeva cave,0.89,candidate,has coordinates; has description; high-value type; strong travel term,43.1342674,16.7537402,Tvrdalj Castle,europe/croatia/hvar/tvrdalj_castle,0.444,13.97,16.596,needs_external_source,,https://en.wikivoyage.org/wiki/Hvar
northamerica/canada/britishcolumbia/osoyoos,Osoyoos,Osoyoos,7,30,see,Viewpoint on Anarchist Mountain,0.89,candidate,has coordinates; has description; high-value type; strong travel term,49.01105,-119.40536,Spotted Lake (Kliluk),northamerica/canada/britishcolumbia/osoyoos/spotted_lake,0.279,9.615,5.111,needs_external_source,,https://en.wikivoyage.org/wiki/Osoyoos
asia/india/daman,Daman,Daman (India),0,17,see,Fort Jerome,0.89,candidate,has coordinates; has description; high-value type; strong travel term,20.413604,72.832134,,,0.0,,1.803,needs_external_source,,https://en.wikivoyage.org/wiki/Daman_%28India%29
asia/iran/tabriz,Tabriz,Tabriz,25,46,do,Baghlar Baghi Amusement Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,38.0611,46.3451,Nobar Bathhouse,asia/iran/tabriz/nobar_bathhouse,0.465,4.722,4.37,needs_external_source,,https://en.wikivoyage.org/wiki/Tabriz
asia/indonesia/irianjaya/jaya_pura,Jayapura,Jayapura,6,22,see,Pasir 6 Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-2.487812,140.711687,Pantai Base G,asia/indonesia/irianjaya/jaya_pura/pantai_base_g,0.462,3.476,5.739,needs_external_source,,https://en.wikivoyage.org/wiki/Jayapura
northamerica/costarica/lafortuna,La Fortuna,La Fortuna,6,16,do,Cerro Chato Hike [currently closed by the government],0.89,candidate,has coordinates; has description; high-value type; strong travel term,10.44396,-84.67044,La Fortuna Waterfall,northamerica/costarica/lafortuna/la_fortuna_waterfall,0.484,0.516,4.036,needs_external_source,,https://en.wikivoyage.org/wiki/La_Fortuna
europe/denmark/vejle,Vejle,Vejle,10,22,do,Albuen Strand (the elbow),0.89,candidate,has coordinates; has description; high-value type; strong travel term,55.7047,9.5803,Jelling Stones,europe/denmark/vejle/jelling_stones,0.444,11.583,2.989,needs_external_source,,https://en.wikivoyage.org/wiki/Vejle
europe/finland/jyvaskyla,Jyväskylä,Jyväskylä,10,66,do,Kangasvuori nature trail,0.89,candidate,has coordinates; has description; high-value type; strong travel term,62.2598,25.8017,Säynätsalo Town Hall,europe/finland/jyvaskyla/saynatsalo_town_hall,0.318,13.394,3.473,needs_external_source,,https://en.wikivoyage.org/wiki/Jyv%C3%A4skyl%C3%A4
asia/mongolia/darkhan,Darkhan,Darkhan,3,33,see,Darkhan-Uul Cultural Center and Mosque,0.89,candidate,has coordinates; has description; high-value type; strong travel term,49.453,105.970028,Museum of Darkhan-Uul Province,asia/mongolia/darkhan/museum_of_darkhan_uul_province,0.441,0.873,5.003,needs_external_source,,https://en.wikivoyage.org/wiki/Darkhan
europe/greece/skyros,Skyros,Skyros,8,39,do,Kolympada Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,38.809,24.5694,Magazia and Molos Beaches,europe/greece/skyros/magazia_beach,0.4,11.492,8.115,needs_external_source,,https://en.wikivoyage.org/wiki/Skyros
europe/greece/drama,Drama,Drama,6,25,see,Castle ruin Acropolis Platanias,0.89,candidate,has coordinates; has description; high-value type; strong travel term,41.1847,24.4348,Archaeological Museum of Drama,europe/greece/drama/archaeological_museum,0.262,24.748,24.413,needs_external_source,,https://en.wikivoyage.org/wiki/Drama
asia/china/jilin/baicheng,Baicheng,Baicheng,4,21,see,Canal Model Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,45.638861,122.62799100000007,Jiangjiadian Grassland,asia/china/jilin/baicheng/jiangjiadian_grassland,0.316,9.716,16.088,needs_external_source,,https://en.wikivoyage.org/wiki/Baicheng
northamerica/unitedstates/california/santa_barbara,Santa Barbara,Santa Barbara,17,107,do,Hammonds,0.89,candidate,has coordinates; has description; high-value type; strong travel term,34.41581,-119.63776,Butterfly Beach,northamerica/unitedstates/california/santa_barbara/butterfly_beach,0.411,0.589,5.998,needs_external_source,,https://en.wikivoyage.org/wiki/Santa_Barbara
europe/germany/bavaria/nuremberg,Nuremberg,Nuremberg,26,125,see,Kraftshof Village Church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,49.51206,11.04989,St. Lorenz-Kirche,europe/germany/bavaria/nuremberg/st_lorenzkirche,0.4,6.911,6.766,needs_external_source,,https://en.wikivoyage.org/wiki/Nuremberg
australiaandpacific/australia/victoria/midura,Mildura,Mildura,9,11,see,Lock 11 - Lock and Weir and Lock Island,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-34.173376,142.162897,Mildura Botanic Gardens,australiaandpacific/australia/victoria/midura/mildura_botanic_gardens,0.333,1.347,1.115,needs_external_source,,https://en.wikivoyage.org/wiki/Mildura
asia/vietnam/danang,Da Nang,Da Nang,4,80,do,My Khe Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,16.07035,108.24623,Marble Mountains,asia/vietnam/danang/marble_mountains,0.286,6.928,3.667,needs_external_source,,https://en.wikivoyage.org/wiki/Da_Nang
europe/hungary/gyor,Győr,Győr,13,201,see,Roman Catholic Church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,47.7269,17.6629,Carmelite Monastery and Church,europe/hungary/gyor/karmelita_kolostor,0.431,5.148,5.279,needs_external_source,,https://en.wikivoyage.org/wiki/Gy%C5%91r
asia/china/zhejiang/hangzhou,Hangzhou,Hangzhou,21,79,see,Hubin Parks,0.89,candidate,has coordinates; has description; high-value type; strong travel term,30.25619,120.15664,Hupao Spring (Tiger Running Spring),asia/china/zhejiang/hangzhou/hupao_spring,0.435,5.838,4.736,needs_external_source,,https://en.wikivoyage.org/wiki/Hangzhou
asia/china/guangdong/zhuhai,Zhuhai,Zhuhai,6,68,see,Former residence of Su Zhaozheng,0.89,candidate,has coordinates; has description; high-value type; strong travel term,22.41479,113.64147,Lovers' Road (Qinglü Road),asia/china/guangdong/zhuhai/lovers_road,0.326,17.09,19.468,needs_external_source,,https://en.wikivoyage.org/wiki/Zhuhai
europe/germany/saxonyanhalt/dessau,Dessau,Dessau,8,35,see,Mausoleum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,51.8451,12.2357,Meisterhäuser,europe/germany/saxonyanhalt/dessau/meisterhaeuser,0.364,0.992,1.642,needs_external_source,,https://en.wikivoyage.org/wiki/Dessau
asia/indonesia/maluku/ambon,Ambon,Ambon,5,38,do,Lubang Buaya Morela Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-3.518312,128.223687,Natsepa Beach,asia/indonesia/maluku/ambon/natsepa_beach,0.526,15.408,20.371,needs_external_source,,https://en.wikivoyage.org/wiki/Ambon
northamerica/unitedstates/hawaii/haleiwa,Haleiwa,Hale'iwa,7,17,do,Hale'iwa Beach Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,21.5984,-158.10334,Haleiwa Town,northamerica/unitedstates/hawaii/haleiwa/haleiwa_town,0.516,1.437,1.198,needs_external_source,,https://en.wikivoyage.org/wiki/Hale%27iwa
europe/denmark/aarhus,Aarhus,Aarhus,12,232,see,Marselisborg Palace,0.89,candidate,has coordinates; has description; high-value type; strong travel term,56.127822,10.202778,Aarhus Cathedral,europe/denmark/aarhus/aarhus_cathedral,0.343,3.286,2.509,needs_external_source,,https://en.wikivoyage.org/wiki/Aarhus
asia/india/madhyapradesh/indore,Indore,Indore,7,60,see,Bada Ganpati,0.89,candidate,has coordinates; has description; high-value type; strong travel term,22.72018,75.84141,Khajrana Ganesh Temple,asia/india/madhyapradesh/indore/khajrana_ganesh_te,0.412,6.486,2.748,needs_external_source,,https://en.wikivoyage.org/wiki/Indore
asia/thailand/hatyai,Hat Yai,Hat Yai,9,109,see,Songkhla Central Mosque,0.89,candidate,has coordinates; has description; high-value type; strong travel term,7.075931,100.491765,Shangri-La Dim Sum,asia/thailand/hatyai/shangri_la_dim_sum,0.421,8.049,8.017,needs_external_source,,https://en.wikivoyage.org/wiki/Hat_Yai
northamerica/mexico/mexicali,Mexicali,Mexicali,10,68,see,Juventud 2000 Sport Center,0.89,candidate,has coordinates; has description; high-value type; strong travel term,32.60065,-115.47574,Cerro del Centinela,northamerica/mexico/mexicali/cerro_centinela,0.39,25.049,3.427,needs_external_source,,https://en.wikivoyage.org/wiki/Mexicali
asia/india/maharashtra/ellora,Ellora,Ellora,0,9,see,Grishneshwar temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,20.024823,75.169931,,,0.0,,0.74,needs_external_source,,https://en.wikivoyage.org/wiki/Ellora
northamerica/belize/corozaltown,Corozal Town,Corozal Town,4,23,see,Corozal Central Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,18.39166,-88.38648,Corozal Bay Waterfront,northamerica/belize/corozaltown/corozal_bay_waterfront,0.524,0.952,1.165,needs_external_source,,https://en.wikivoyage.org/wiki/Corozal_Town
europe/azerbaijan/naxcivan/shusha,Shusha,Shusha,10,17,do,Trailhead to Stepanakert,0.89,candidate,has coordinates; has description; high-value type; strong travel term,39.7705,46.7461,Ganja Gate,europe/azerbaijan/naxcivan/shusha/ganja_gate,0.361,0.639,0.914,needs_external_source,,https://en.wikivoyage.org/wiki/Shusha
asia/indonesia/maluku/ternate,Ternate,Ternate,5,27,do,Bobane Ici Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,0.794563,127.294062,Sultan's Palace (Kedaton),asia/indonesia/maluku/ternate/sultans_palace,0.387,10.043,9.969,needs_external_source,,https://en.wikivoyage.org/wiki/Ternate
europe/greece/skiathos,Skiathos,Skiathos,10,18,do,Kanapitsa,0.89,candidate,has coordinates; has description; high-value type; strong travel term,39.1368,23.46026,Taverna tou Psara,europe/greece/skiathos/taverna_skiathos,0.462,3.878,3.639,needs_external_source,,https://en.wikivoyage.org/wiki/Skiathos
asia/china/yunnanprovince/tiger_leaping_gorge,Tiger Leaping Gorge,Tiger Leaping Gorge,3,5,see,"Tiger Leaping Trek Starting Point, Changsheng Village 长胜村",0.89,candidate,has coordinates; has description; high-value type; strong travel term,27.174125,100.072644,Tiger Leaping Stone,asia/china/yunnanprovince/tiger_leaping_gorge/tiger_leaping_stone,0.535,3.067,9.068,needs_external_source,,https://en.wikivoyage.org/wiki/Tiger_Leaping_Gorge
asia/china/hunan/zhangjiajie,Zhangjiajie,Zhangjiajie,8,49,do,Huangshizhai Scenic Area,0.89,candidate,has coordinates; has description; high-value type; strong travel term,29.330695,110.429313,Wulingyuan UNESCO World Heritage Area,asia/china/hunan/zhangjiajie/wulingyuan_scenic_area,0.426,3.985,23.434,needs_external_source,,https://en.wikivoyage.org/wiki/Zhangjiajie
asia/china/jiangsu_province/lianyungang,Lianyungang,Lianyungang,3,13,see,"Stone Carvings in Langya County, East China Sea",0.89,candidate,has coordinates; has description; high-value type; strong travel term,34.7602,119.3326,Kongwang Mountain,asia/china/jiangsu_province/lianyungang/kongwang_mountain,0.444,26.107,23.455,needs_external_source,,https://en.wikivoyage.org/wiki/Lianyungang
europe/hungary/szombathely,Szombathely,Szombathely,8,42,see,Ják,0.89,candidate,has coordinates; has description; high-value type; strong travel term,47.142,16.582,Csónakázótó,europe/hungary/szombathely/csonakazoto,0.308,12.993,10.078,needs_external_source,,https://en.wikivoyage.org/wiki/Szombathely
asia/oman/muscat,Muscat,Muscat,24,152,do,Marjan Public Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,23.639158,58.491145,Al Bustan Palace,asia/oman/muscat/al_bustan_palace,0.457,14.811,10.875,needs_external_source,,https://en.wikivoyage.org/wiki/Muscat
europe/greece/kavala,Kavala,Kavala,14,95,see,Turret,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.9472,24.4157,Imaret,europe/greece/kavala/imaret,0.5,1.34,1.18,needs_external_source,,https://en.wikivoyage.org/wiki/Kavala
asia/china/jiangsu_province/suzhou,Suzhou,Suzhou,17,93,see,Xiyuan Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,31.316667,120.583611,Xuanmiao Temple and Temple of Mystery,asia/china/jiangsu_province/suzhou/xuanmiao_temple,0.44,3.646,3.589,needs_external_source,,https://en.wikivoyage.org/wiki/Suzhou
europe/netherlands/arnhem,Arnhem,Arnhem,12,78,do,Park de Steenen Kamer and Westerveld,0.89,candidate,has coordinates; has description; high-value type; strong travel term,51.9655,5.8803,Dutch Open Air Museum,europe/netherlands/arnhem/dutch_open_air_museum,0.333,4.285,2.518,needs_external_source,,https://en.wikivoyage.org/wiki/Arnhem
europe/norway/flm,Flåm,Flåm,5,23,see,Aurland,0.89,candidate,has coordinates; has description; high-value type; strong travel term,60.9,7.182778,Flåmsbana Railway,europe/norway/flm/flamsbana,0.25,5.575,5.577,needs_external_source,,https://en.wikivoyage.org/wiki/Fl%C3%A5m
southamerica/uruguay/salto,Salto,Salto,6,17,see,Casa Horacio Quiroga,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-31.374025,-57.958866,Plaza Artigas,southamerica/uruguay/salto/plaza_artigas,0.424,1.669,1.665,needs_external_source,,https://en.wikivoyage.org/wiki/Salto
northamerica/unitedstates/connecticut/danbury,Danbury,Danbury,7,19,do,Hatters Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,41.420278,-73.45,Tarrywile Park,northamerica/unitedstates/connecticut/danbury/tarrywile_park,0.538,4.551,2.853,needs_external_source,,https://en.wikivoyage.org/wiki/Danbury
europe/spain/andalucia/almeria,Almería,Almería,13,19,do,Natural Park of Cabo de Gata Nijar,0.89,candidate,has coordinates; has description; high-value type; strong travel term,36.77438,-2.23977,Cathedral of Almería,europe/spain/andalucia/almeria/cathedral,0.449,21.319,21.597,needs_external_source,,https://en.wikivoyage.org/wiki/Almer%C3%ADa
asia/india/uttarpradesh/ghaziabad,Ghaziabad,Ghaziabad,5,29,see,Chopla Mandir,0.89,candidate,has coordinates; has description; high-value type; strong travel term,28.6716,77.4164,Dasna Devi Mandir,asia/india/uttarpradesh/ghaziabad/dasna_jain_temple,0.533,8.946,12.215,needs_external_source,,https://en.wikivoyage.org/wiki/Ghaziabad
asia/india/kerala/thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram,9,139,see,Koyikkal Palace,0.89,candidate,has coordinates; has description; high-value type; strong travel term,8.60876,77.0032,Kanakakkunnu Palace,asia/india/kerala/thiruvananthapuram/kanakakkunnu_palace,0.529,11.953,13.076,needs_external_source,,https://en.wikivoyage.org/wiki/Thiruvananthapuram
asia/india/orissa/bhubaneswar,Bhubaneswar,Bhubaneswar,4,59,see,Dakara Bivisaneswara Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,20.2371599,85.8361461,"Kichakeswari Temple, Khiching",asia/india/orissa/bhubaneswar/karanjia__similip/khiching_temple,0.509,153.431,6.665,needs_external_source,,https://en.wikivoyage.org/wiki/Bhubaneswar
asia/china/hubei/enshi,Enshi,Enshi,4,42,do,Daughter City Ocean Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,30.271254,109.503836,Tusi City,asia/china/hubei/enshi/tusi_city,0.364,4.987,1.496,needs_external_source,,https://en.wikivoyage.org/wiki/Enshi
asia/japan/honshu/shimonoseki,Shimonoseki,Shimonoseki,10,33,see,Nogi-jinja,0.89,candidate,has coordinates; has description; high-value type; strong travel term,33.999722,130.985833,Chofu Mori Residence,asia/japan/honshu/shimonoseki/chofu_mori_residence,0.497,0.503,6.208,needs_external_source,,https://en.wikivoyage.org/wiki/Shimonoseki
asia/iran/tabriz,Tabriz,Tabriz,25,46,see,Rob-e-Rashidi,0.89,candidate,has coordinates; has description; high-value type; strong travel term,38.079305,46.329813,Where to Try Koofteh Tabrizi,asia/iran/tabriz/koofteh_tabrizi,0.341,2.857,2.857,needs_external_source,,https://en.wikivoyage.org/wiki/Tabriz
southamerica/venezuela/barquisimeto,Barquisimeto,Barquisimeto,10,15,see,Monumento al Sol Naciente,0.89,candidate,has coordinates; has description; high-value type; strong travel term,10.07838,-69.28368,Museo de Barquisimeto,southamerica/venezuela/barquisimeto/museo_de_barquisimeto,0.419,4.024,4.222,needs_external_source,,https://en.wikivoyage.org/wiki/Barquisimeto
europe/spain/spanishcostas/calpe,Calpe,Calpe,4,30,see,Torre del Castellet,0.89,candidate,has coordinates; has description; high-value type; strong travel term,38.63821,0.0093,Banos de la Reina,europe/spain/spanishcostas/calpe/banos_de_la_reina,0.308,3.276,3.26,needs_external_source,,https://en.wikivoyage.org/wiki/Calpe
asia/southkorea/gyeongju,Gyeongju,Gyeongju,18,80,do,California Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,35.835,129.2838,Girimsa Temple,asia/southkorea/gyeongju/girimsa,0.4,10.747,5.825,needs_external_source,,https://en.wikivoyage.org/wiki/Gyeongju
asia/india/maharashtra/nagpur,Nagpur,Nagpur,8,31,do,Maharajbagh Zoo,0.89,candidate,has coordinates; has description; high-value type; strong travel term,21.143521,79.076462,Deekshabhoomi,asia/india/maharashtra/nagpur/deekshabhoomi,0.429,0.923,0.909,needs_external_source,,https://en.wikivoyage.org/wiki/Nagpur
europe/ukraine/uzhgorod,Uzhhorod,Uzhhorod,5,33,see,Cathedral of Saints Cyril and Method,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.6139,22.293,Uzh River Embankment (Linden Alley),europe/ukraine/uzhgorod/uzh_embankment,0.357,0.981,0.854,needs_external_source,,https://en.wikivoyage.org/wiki/Uzhhorod
asia/thailand/pai,Pai,Pai,11,33,see,Pam Bok,0.89,candidate,has coordinates; has description; high-value type; strong travel term,19.3208456,98.4039468,Pai Canyon,asia/thailand/pai/pai_canyon,0.471,4.388,5.584,needs_external_source,,https://en.wikivoyage.org/wiki/Pai
asia/china/jiangsu_province/suqian,Suqian,Suqian,5,23,do,Luomahu Happy World,0.89,candidate,has coordinates; has description; high-value type; strong travel term,34.032797,118.240998,Luoma Lake,asia/china/jiangsu_province/suqian/luoma_lake,0.483,25.044,8.405,needs_external_source,,https://en.wikivoyage.org/wiki/Suqian
asia/india/kerala/kottayam,Kottayam,Kottayam,4,23,see,Ettumanoor,0.89,candidate,has coordinates; has description; high-value type; strong travel term,9.67036,76.56087,Pathiramanal Island,asia/india/kerala/kottayam/pathiramanal,0.276,15.69,10.371,needs_external_source,,https://en.wikivoyage.org/wiki/Kottayam
asia/india/madhyapradesh/ujjain,Ujjain,Ujjain,8,25,see,Bhartrihari Caves,0.89,candidate,has coordinates; has description; high-value type; strong travel term,23.20409,75.76664,Harsiddhi Temple,asia/india/madhyapradesh/ujjain/harsiddhi_temple,0.485,2.589,1.809,needs_external_source,,https://en.wikivoyage.org/wiki/Ujjain
asia/cambodia/siemreap,Siem Reap,Siem Reap,56,78,see,Wat Thmei Temple & Stupa Memorial to the Killing Fields,0.89,candidate,has coordinates; has description; high-value type; strong travel term,13.3830739,103.8589429,Cambodian Cooking Classes,asia/cambodia/siemreap/cambodian_cooking_class,0.359,2.796,2.37,needs_external_source,,https://en.wikivoyage.org/wiki/Siem_Reap
northamerica/unitedstates/california/livermore,Livermore,Livermore,10,27,see,Ravenswood House,0.89,candidate,has coordinates; has description; high-value type; strong travel term,37.652349,-121.769451,Bankhead Theater,northamerica/unitedstates/california/livermore/bankhead_theater,0.375,3.345,3.306,needs_external_source,,https://en.wikivoyage.org/wiki/Livermore
asia/philippines/puerto_princesa,Puerto Princesa,Puerto Princesa,6,31,see,Honda Bay,0.89,candidate,has coordinates; has description; high-value type; strong travel term,9.9,118.783333,Honda Bay Island-Hopping,asia/philippines/puerto_princesa/honda_bay,0.545,14.151,18.326,needs_external_source,,https://en.wikivoyage.org/wiki/Puerto_Princesa
