code,provider,country,location,email,lang,channel,sent_at,bounced,replied_at,outcome,notes
CG5LD5,Grou Turismo,Brazil,southamerica/brazil/nordeste/ilheus,adm@grou.com.br,en,email,2026-09-21,,,,
WQGTS3,Gruta Catedral,Brazil,southamerica/brazil/centro_oeste/bonito,grutacatedral@gmail.com,en,email,,,,,grutacatedral.com.br
7QWML2,Guga Tour,Brazil,southamerica/brazil/sudeste/cabo_frio,contato@gugatour.com,en,email,2026-09-21,,,,
TKMZ7D,Habitat Aventura,Brazil,southamerica/brazil/brasilia,contato@habitataventura.com.br,en,email,,,,,
WCVLMK,Horizonte Aberto,Brazil,southamerica/brazil/nordeste/abrolhos,,en,website,,,,,horizonteaberto.com.br
85S48B,Ibieté,Brazil,southamerica/brazil/norte/manaus,ibiete.eco@gmail.com,en,email,,,,,ibiete.eco.br
7MSG8Z,Icterus Ecoturismo,Brazil,southamerica/brazil/centro_oeste/corumba,contato@icterusecoturismo.com,en,email,,,,,
VQWL6V,Iguana Turismo,Brazil,southamerica/brazil/norte/manaus,iguanatour@amazonbrasil.com.br,en,email,,,,,
8D4B3P,Iguazu Dreams Tour,Brazil,southamerica/brazil/sul/fozdoiguacu,contato@iguazudreamstour.com,en,email,,,,,iguazudreamstour.com
M4Y3Q2,Ilha Grande Hiking,Brazil,southamerica/brazil/sudeste/ilhagrande,info@ilhagrandehiking.com,en,email,,,,,
4T87LS,Ilhas Tur,Brazil,southamerica/brazil/sudeste/ilhagrande,ilhasturangra@gmail.com,en,email,,,,,ilhastur.com.br
MHN4F3,Ilhavela Charters,Brazil,southamerica/brazil/sudeste/ilhabela,,en,website,,,,,ilhavelacharters.com.br
RV6GB6,Ilhéus Adventure,Brazil,southamerica/brazil/nordeste/ilheus,rodrigo@ilheusadventure.com.br,en,email,,,,,
7ZGTZH,Inhangatu,Brazil,southamerica/brazil/sudeste/belohorizonte,leonardo@inhangatu.com.br,en,email,,,,,
BPQ9SY,Itacaré Turismo,Brazil,southamerica/brazil/nordeste/itacare,,en,website,,,,,itacareturismo.com.br
HGG3HN,Jaguar Experience,Brazil,southamerica/brazil/centro_oeste/cuiaba,financeiro@jaguarexperience.com.br,en,email,,,,,
K5Y8CZ,Jalapão Expedições,Brazil,southamerica/brazil/norte/jalapao,contato@jalapaoexpedicoes.com.br,en,email,,,,,
XCNRYM,Jalápagos Turismo,Brazil,southamerica/brazil/norte/jalapao,jalapagosturismo@gmail.com,en,email,,,,,jalapagosturismo.com
VBXWXS,Jampatur,Brazil,southamerica/brazil/nordeste/joaopessoa,contato@jampatur.com,en,email,,,,,
Q7YZSV,Jango Tour,Brazil,southamerica/brazil/sudeste/paraty,reservas@jangotour.com.br,en,email,,,,,jangotour.com.br
JKMTFG,Janna Guia Ecovivências,Brazil,southamerica/brazil/centro_oeste/cavalcante,contato@jannaguia.com.br,en,email,,,,,
Y7NQ3Q,Jipe Aventura,Brazil,southamerica/brazil/sudeste/ilhabela,,en,website,,,,,jipeaventurailhabela.com.br
NMBZ7D,Kaiara Amazonia,Brazil,southamerica/brazil/norte/alter_do_chao,ola@kaiara.com.br,en,email,,,,,
JBQBVW,Katerre,Brazil,southamerica/brazil/norte/anavilhanas,expedicoes@katerre.com,en,email,,,,,
YVMRZB,Kayak Paraty,Brazil,southamerica/brazil/sudeste/paraty,kayakparaty@gmail.com,en,email,,,,,kayakparaty.com.br
DSSN5W,Kiko Tour,Brazil,southamerica/brazil/sudeste/arraial_do_cabo,,en,website,,,,,passeioemarraial.com.br
QQFQY5,LandPoint,Brazil,southamerica/brazil/sudeste/ilhabela,landpointturismo@outlook.com,en,email,,,,,landpointturismo.com.br
L86L8D,Laços do Jalapão,Brazil,southamerica/brazil/norte/jalapao,contato@lacosdojalapao.com.br,en,email,,,,,
BVGBFG,Lençóis Prime Ecotour,Brazil,southamerica/brazil/nordeste/barreirinhas,celiane.lisboa@lencoisprime.com,en,email,,,,,
3HXQX9,Linha Turismo,Brazil,southamerica/brazil/sul/portoalegre,,en,website,,,,,linhaturismo.com.br
KVQRLC,Lobo do Mar,Brazil,southamerica/brazil/riodejaneiro,comercial.lobodomar@gmail.com,en,email,,,,,lobodomarboat.com
LC6MLW,Local Tour,Brazil,southamerica/brazil/sul/florianopolis,contato@localtour.com.br,en,email,,,,,localtour.com.br
TD8WXT,Lotus Turismo e Aventuras,Brazil,southamerica/brazil/nordeste/barreirinhas,receptivolotusturismo@hotmail.com,en,email,,,,,lotusturismo.com.br
C2SDMY,Love 4 Dive,Brazil,southamerica/brazil/sudeste/buzios,farid@love4dive.com.br,en,email,,,,,
M9NYGC,Lugares de Angra,Brazil,southamerica/brazil/sudeste/ilhagrande,,en,website,,,,,lugaresdeangra.com.br
N66DZJ,Luiz Guia de Turismo,Brazil,southamerica/brazil/nordeste/salvador,luizguiaviagens@gmail.com,en,email,,,,,luizguia.com.br
5TCBZQ,Macuco Safari,Brazil,southamerica/brazil/sul/fozdoiguacu,documental03@macucosafari.com.br,en,email,,,,,
RLY2RV,Maia Expeditions,Brazil,southamerica/brazil/norte/manaus,max@maiaexpeditions.com,en,email,,,,,
44J7GS,Maitreya Ecoturismo,Brazil,southamerica/brazil/centro_oeste/alto_paraiso,,en,website,,,,,maitreyaeco.com.br
VLXR6Q,Mamut Trekking,Brazil,southamerica/brazil/nordeste/lencois,contato@mamut.agency,en,email,,,,,
HB4K85,Mar Azul Turismo,Brazil,southamerica/brazil/sudeste/ubatuba,atendimento@marazultur.com.br,en,email,,,,,marazultur.com.br
W9PGCJ,MaresiasTur,Brazil,southamerica/brazil/sudeste/sao_sebastiao,,en,website,,,,,maresiastur.com.br
PJLDPL,Mariuá,Brazil,southamerica/brazil/norte/manaus,mariua@mariuaxp.com,en,email,,,,,
BLZW2D,Maré Trip,Brazil,southamerica/brazil/nordeste/porto_de_galinhas,contato@maretrip.com.br,en,email,,,,,
DJQS47,Master Dive,Brazil,southamerica/brazil/sudeste/arraial_do_cabo,atendimento@masterdive.com.br,en,email,,,,,
CT38GM,MAventur,Brazil,southamerica/brazil/nordeste/barreirinhas,maranhaoaventura@gmail.com,en,email,,,,,maventur.com.br
FN8YNV,Meiembipe Turismo,Brazil,southamerica/brazil/sul/florianopolis,contato@meiembipeturismo.com.br,en,email,,,,,meiembipeturismo.com.br
W7KCPK,Mergulhaso,Brazil,southamerica/brazil/sudeste/ilhabela,,en,website,,,,,mergulhaso.com
VWPLBP,Mota Jalapão,Brazil,southamerica/brazil/norte/jalapao,contato@motajalapao.com.br,en,email,,,,,motajalapao.com.br
FL7SLS,Nascente Azul,Brazil,southamerica/brazil/centro_oeste/bonito,financeiro@nascenteazul.com.br,en,email,,,,,
PK7CNT,Nautika Tour,Brazil,southamerica/brazil/sudeste/ubatuba,,en,website,,,,,nautikatourubatuba.com
XY93NV,Navio Kalypso,Brazil,southamerica/brazil/centro_oeste/corumba,reserva@naviokalypso.com.br,en,email,,,,,naviokalypso.com.br
LSK822,Nordestrip,Brazil,southamerica/brazil/nordeste/delta_do_parnaiba,atendimento@nordestrip.com.br,en,email,,,,,
QMT3JB,Noronha Tour,Brazil,southamerica/brazil/nordeste/fernando_de_noronha,nico@noronhatour.com.br,en,email,,,,,
D2X635,Nova Rota Jeri,Brazil,southamerica/brazil/nordeste/jericoacoara,novarotajeri@gmail.com,en,email,,,,,novarotajeri.com.br
993DXS,Nós de Trek,Brazil,southamerica/brazil/nordeste/lencois,nosdetrek@gmail.com,en,email,,,,,nosdetrek.com.br
BZHSPK,Oasis Kite Trip,Brazil,southamerica/brazil/nordeste/fortaleza,contact@oasiskitetrip.com,en,email,,,,,
MF9RW9,Ocean Tour,Brazil,southamerica/brazil/nordeste/praia_do_forte,,en,website,,,,,praiadoforteoceantour.com.br
PDP7HW,Olhos do Mar,Brazil,southamerica/brazil/nordeste/fernando_de_noronha,contato@olhosdomar.com.br,en,email,,,,,
GN5ZTV,Olímpio Carneiro Turismo,Brazil,southamerica/brazil/norte/manaus,reservas@olimpiocarneiroturismo.com.br,en,email,,,,,olimpiocarneiroturismo.com
9BHVQM,Outer Ecotrip,Brazil,southamerica/brazil/riodejaneiro,outerecotripturismo@gmail.com,en,email,,,,,outerecotripturismo.com.br
P6PWQC,Pantanal Paddle Clube,Brazil,southamerica/brazil/centro_oeste/corumba,reservas@pantanalpaddle.com,en,email,,,,,
CTST4B,Paraná Tour,Brazil,southamerica/brazil/sul/curitiba,halisson@paranatour.tur.br,en,email,,,,,
5XBTG9,Paraty Per Te,Brazil,southamerica/brazil/sudeste/paraty,reserva@paratyperte.com,en,email,,,,,paratyperte.com
6H7GPW,Paraíba Náuticos,Brazil,southamerica/brazil/nordeste/joaopessoa,paraibanauticos@gmail.com,en,email,,,,,feriasemjoaopessoa.com.br
99PR4Q,Parque das Aves,Brazil,southamerica/brazil/sul/fozdoiguacu,diretoria@parquedasaves.com.br,en,email,,,,,
5PS7BW,Passeios em João Pessoa,Brazil,southamerica/brazil/nordeste/joaopessoa,vicente.joaopessoa@gmail.com,en,email,,,,,ecoturismoecultura.com
N44CCW,Passeios Morro,Brazil,southamerica/brazil/nordeste/morro_de_sao_paulo,contato@passeiosmorro.com.br,en,email,,,,,
9DL4R4,Passeios Paraíso,Brazil,southamerica/brazil/nordeste/pipa,passeiosparaiso@gmail.com,en,email,,,,,passeiosparaiso.com.br
BMSSYM,Patacho Receptivo,Brazil,southamerica/brazil/nordeste/sao_miguel_dos_milagres,contato@patachoreceptivo.com.br,en,email,,,,,patachoreceptivo.com.br
Y87V2B,Patadacobra,Brazil,southamerica/brazil/sul/bombinhas,info@patadacobra.com.br,en,email,,,,,
B543XV,Personal Pesca,Brazil,southamerica/brazil/sul/fozdoiguacu,viajecom@personalpesca.com.br,en,email,,,,,
8ZJ9DJ,Pipa Agência,Brazil,southamerica/brazil/nordeste/pipa,pipaagenciaa@gmail.com,en,email,,,,,pipaagencia.com.br
TRLWZH,Pipa Passeios,Brazil,southamerica/brazil/nordeste/pipa,pipapasseios@gmail.com,en,email,,,,,pipapasseios.com
HRXH8Z,Planeta Vertical,Brazil,southamerica/brazil/sudeste/vitoria,contato@planetavertical.com.br,en,email,,,,,planetavertical.com.br
9RQJPF,Portal dos Lençóis,Brazil,southamerica/brazil/nordeste/lencois_maranhenses,,en,website,,,,,portaldoslencois.com.br
LJ6N6W,Porto Bello Náutica,Brazil,southamerica/brazil/sudeste/ubatuba,portobellonauticaofc@gmail.com,en,email,,,,,portobellonautica.com.br
BCZTGL,Praia da Figueira,Brazil,southamerica/brazil/centro_oeste/bonito,,en,website,,,,,praiadafigueira.com.br
N3PLPV,PRV Turismo,Brazil,southamerica/brazil/centro_oeste/bonito,gerencia@prvturismo.com.br,en,email,,,,,
3Z3MB6,Pura Vida Trips,Brazil,southamerica/brazil/sudeste/ubatuba,puravidatripss@gmail.com,en,email,,,,,puravidatrips.com.br
7QB65H,Radical,Brazil,southamerica/brazil/sudeste/vitoria,radicaloficialbr@gmail.com,en,email,,,,,radicaloficial.com.br
5NGWN4,Rebello Mergulho,Brazil,southamerica/brazil/nordeste/salvador,georgerebello@gmail.com,en,email,,,,,rebellomergulho.com.br
BT9FMB,Ribeira Charter,Brazil,southamerica/brazil/sudeste/ubatuba,contato@ribeiracharter.com.br,en,email,,,,,ribeiracharter.com.br
LHLBZJ,Riviera Brasil,Brazil,southamerica/brazil/sudeste/niteroi,contato@rivierabrasil.com,en,email,,,,,
4KJ5FY,RL Trips,Brazil,southamerica/brazil/sudeste/arraial_do_cabo,rltripsoficial@gmail.com,en,email,,,,,rltrips.com
NKQ8GB,Roteiros do Paxixi,Brazil,southamerica/brazil/centro_oeste/campo_grande,contato@roteirosdopaxixi.com.br,en,email,,,,,roteirosdopaxixi.com.br
HHNJN8,Salvador da Gente,Brazil,southamerica/brazil/nordeste/salvador,contato@salvadordagente.com.br,en,email,,,,,
S9PNYT,Santo Amaro Lençóis,Brazil,southamerica/brazil/nordeste/lencois_maranhenses,contato@santoamarocoop.com.br,en,email,,,,,
YBCS7Q,Santos Turismo,Brazil,southamerica/brazil/nordeste/barreirinhas,reservas@santosturismo.com,en,email,,,,,
MHLM2W,Scubadodive,Brazil,southamerica/brazil/sudeste/sao_sebastiao,contato@scubadodive.com.br,en,email,,,,,
5FJF3V,SelvaSP,Brazil,southamerica/brazil/sudeste/brotas,,en,website,,,,,selvasp.com.br
TD2B33,Ser Aventureiro,Brazil,southamerica/brazil/sudeste/teresopolis,seraventureiro@gmail.com,en,email,,,,,seraventureiro.tur.br
LDTXSK,Serra da Bodoquena Expeditions,Brazil,southamerica/brazil/centro_oeste/bonito,,en,website,,,,,bodoquenaexpeditions.com.br
7KQXSY,Serra Verde Express,Brazil,southamerica/brazil/sul/morretes,secretaria@serraverdeexpress.com.br,en,email,,,,,
HD5RD4,Seu Roteiro em Paraty,Brazil,southamerica/brazil/sudeste/paraty,seuroteiroemparaty@gmail.com,en,email,,,,,seuroteiroemparaty.com.br
Y6SP43,Sinta o Mar,Brazil,southamerica/brazil/sudeste/ubatuba,,en,website,,,,,sintaomar.com
R3HSRG,SkyZimba,Brazil,southamerica/brazil/sul/praia_do_rosa,skyzimba@skyzimba.com.br,en,email,,,,,
87MNJ8,Sol Trip,Brazil,southamerica/brazil/nordeste/pipa,contato@soltrip.com.br,en,email,,,,,soltrip.com.br
JY9M47,Sotto Mare,Brazil,southamerica/brazil/sudeste/ilhagrande,michel.couto@sottomare.com.br,en,email,,,,,
DWNJW5,Supreme Tur,Brazil,southamerica/brazil/nordeste/natal,,en,website,,,,,supremetur.com
6YMGFN,Tour Divertido,Brazil,southamerica/brazil/sudeste/cabo_frio,contato@tourdivertido.com,en,email,,,,,tourdivertido.com
GR5NJJ,Tour Martinez,Brazil,southamerica/brazil/nordeste/porto_de_galinhas,contato@passeioemportodegalinhas.com.br,en,email,,,,,passeioemportodegalinhas.com.br
7G493K,Tour pelo Mundo,Brazil,southamerica/brazil/riodejaneiro,contato@tourpelomundo.com,en,email,,,,,
SKS24G,Treki Turismo,Brazil,southamerica/brazil/sudeste/ouropreto,,en,website,,,,,trekiturismo.com
HDNFRW,Trilhaingrupo,Brazil,southamerica/brazil/riodejaneiro,adilsons303@gmail.com,en,email,,,,,trilhaingrupo.com.br
M55QGH,Trip Balonismo,Brazil,southamerica/brazil/sul/bento_goncalves,contato@tripbalonismo.com.br,en,email,,,,,tripbalonismo.com.br
NS643N,TripCode,Brazil,southamerica/brazil/sul/canela,contato@tripcode.com.br,en,email,,,,,
5XL6RR,Trippers Club,Brazil,southamerica/brazil/norte/jalapao,contato@trippersclub.com,en,email,,,,,trippersclub.com.br
B889FK,Turistar,Brazil,southamerica/brazil/riodejaneiro,turistar.rj@gmail.com,en,email,,,,,turistarpasseios.com.br
RMWH36,Ubatuba Aventura,Brazil,southamerica/brazil/sudeste/ubatuba,contato@ubatubaaventura.com.br,en,email,,,,,
KLMYZB,Ubatuba Ecotur,Brazil,southamerica/brazil/sudeste/ubatuba,,en,website,,,,,ubatubaecotur.com.br
46NTW3,Vale das Vinhas,Brazil,southamerica/brazil/sul/bento_goncalves,sabrina@valedasvinhastur.com.br,en,email,,,,,
KDTJ2J,Veneza Tur,Brazil,southamerica/brazil/centro_oeste/corumba,,en,website,,,,,venezatur.com.br
BVXPDR,Vertaco,Brazil,southamerica/brazil/brasilia,aventura@vertaco.com.br,en,email,,,,,vertaco.com.br
CZJ5SN,Via Ecotur,Brazil,southamerica/brazil/brasilia,viaecotur@gmail.com,en,email,,,,,viaecotur.com.br
3NF3SP,Viaja BR,Brazil,southamerica/brazil/nordeste/salvador,contato@viajabrturismo.com.br,en,email,,,,,
QN8F2D,Vida Rural Brasília,Brazil,southamerica/brazil/brasilia,vidaruralbrasilia@gmail.com,en,email,,,,,vidaruralbrasilia.com.br
5LSX4W,Visite a Chapada,Brazil,southamerica/brazil/centro_oeste/cavalcante,cheim.vinicius@visiteachapada.com,en,email,,,,,
952BK4,Voe de Balão em Piri,Brazil,southamerica/brazil/centro_oeste/pirenopolis,,en,website,,,,,voedebalaoempiri.com.br
DNF85S,Zentur,Brazil,southamerica/brazil/nordeste/lencois,,en,website,,,,,zentur.tur.br
DN3634,Águas Turismo,Brazil,southamerica/brazil/centro_oeste/bonito,contato@aguasturismo.com.br,en,email,2026-09-21,,,,
2RSQDG,Agencia NCP Rapa Nui,Chile,southamerica/chile/easterisland,,es,website,,,,,agenciancp.com
25VRRC,Aguaventura Expediciones,Chile,southamerica/chile/pucan,info@aguaventura.com,es,email,,,,,
39FRPD,Antilco Horse Trail Riding,Chile,southamerica/chile/pucan,horseback@antilco.com,es,email,,,,,
BLKJXW,Big Foot Patagonia,Chile,southamerica/chile/puerto_natales,reserva@bigfootpatagonia.com,es,email,,,,,
LPLR8L,Cascada Expediciones,Chile,southamerica/chile/santiago,,es,website,,,,,cascada.travel
ZVW3CQ,Chiloé Natural,Chile,southamerica/chile/chiloe,tours@chiloenatural.com,es,email,,,,,
2TP45Y,Chiloétnico,Chile,southamerica/chile/chiloe,info@chiloetnico.cl,es,email,,,,,
HCNVKQ,Easter Island Expeditions,Chile,southamerica/chile/easterisland,contact@easterislandexpeditions.com,es,email,,,,,
95KBRX,Ecomapu Travel,Chile,southamerica/chile/valparaiso,info@ecomapu.com,es,email,,,,,
GZM2R5,Ecoturismo Puñihuil,Chile,southamerica/chile/chiloe,hola@pinguineraschiloe.cl,es,email,,,,,
GR4LJ3,Elki Magic,Chile,southamerica/chile/valle_de_elqui,info@elkimagic.com,es,email,,,,,
9J9TXS,Fiordos del Sur,Chile,southamerica/chile/puntaarenas,fiordos@lagogrey.com,es,email,,,,,
85WZS4,Go Patagonia Chile,Chile,southamerica/chile/puntaarenas,info@gopatagoniachile.cl,es,email,,,,,
RN2BMN,Hahave Rapa Nui,Chile,southamerica/chile/easterisland,hahaverapanui@gmail.com,es,email,,,,,
GSS4F4,Kayak Agua Fresca,Chile,southamerica/chile/puntaarenas,cristiankayakaguafresca@gmail.com,es,email,,,,,
ZPJZFD,Kayak Rapa Nui,Chile,southamerica/chile/easterisland,,es,website,,,,,kayakrapanui.cl
FCJ87Y,Ko'Kayak,Chile,southamerica/chile/puertovaras,,es,website,,,,,kokayak.cl
JY3D9X,Las Torres Patagonia,Chile,southamerica/chile/puerto_natales,info@lastorres.com,es,email,,,,,
RPNYK4,Monkey Rockers,Chile,southamerica/chile/pichilemu,,es,website,,,,,monkeyrockers.cl
699PGB,Politur,Chile,southamerica/chile/pucan,info@politur.com,es,email,,,,,
CBS65G,Rapa Nui Travel,Chile,southamerica/chile/easterisland,info@rapanuitravel.com,es,email,,,,,
Z22ZRJ,República Elqui,Chile,southamerica/chile/valle_de_elqui,,es,website,,,,,republicaelqui.cl
GKX2TB,San Pedro de Atacama Celestial Explorations,Chile,southamerica/chile/sanpedrodeatacama,info@spaceobs.com,es,email,,,,,
YYWSCX,Santiago Rafting,Chile,southamerica/chile/santiago,,es,website,,,,,santiagorafting.cl
QGS3HR,Santuario Expediciones,Chile,southamerica/chile/pichilemu,info@santuarioexpediciones.com,es,email,,,,,
ZDC74L,Solo Expediciones,Chile,southamerica/chile/puntaarenas,reservas@soloexpediciones.com,es,email,,,,,
FYJX9T,Superfun Chile,Chile,southamerica/chile/pichilemu,superfunchile@gmail.com,es,email,,,,,
8D5LH3,Tour Pichitrips,Chile,southamerica/chile/pichilemu,reservas@tourpichitrips.com,es,email,,,,,
QMWK5L,Tours Punta Arenas,Chile,southamerica/chile/puntaarenas,reservas@tourspuntaarenas.com,es,email,,,,,
86P6G4,Tours4Tips,Chile,southamerica/chile/valparaiso,info@tours4tips.com,es,email,,,,,
R8BV7M,Turismo 21 de Mayo,Chile,southamerica/chile/puerto_natales,info@turismo21demayo.cl,es,email,,,,,
YP3VLM,Turismo Comapa,Chile,southamerica/chile/puntaarenas,infocomapa@comapa.cl,es,email,,,,,
YL6BB2,Turismo M&T,Chile,southamerica/chile/pichilemu,,es,website,,,,,turismomyt.cl
RKF23Q,Turismo Paisaje Austral,Chile,southamerica/chile/puntaarenas,tours@turismopaisajeaustral.cl,es,email,,,,,
JDFV8K,Turismo Pichilemu,Chile,southamerica/chile/pichilemu,tour@turismopichilemu.cl,es,email,,,,,
QLP6DG,Vertice Travel,Chile,southamerica/chile/puerto_natales,ventas@vertice.travel,es,email,,,,,
JFWCXQ,Vulcano Expediciones,Chile,southamerica/chile/sanpedrodeatacama,vulcanochile@gmail.com,es,email,,,,,
PKXMBT,WhaleSound,Chile,southamerica/chile/puntaarenas,info@whalesound.com,es,email,,,,,
85PHLQ,Amazon Jungle Trips,Colombia,southamerica/colombia/leticia,,es,website,,,,,amazonjungletrips.com.co
FXJ5QM,Aventura Total,Colombia,southamerica/colombia/san_gil,reservas@aventuratotal.com.co,es,email,,,,,
G4SF38,Banda Dive Shop,Colombia,southamerica/colombia/sanandresandprovidencia,info@bandadive.com,es,email,,,,,
5GRNV4,Beyond Colombia,Colombia,southamerica/colombia/bogota,bookings@beyondcolombia.com,es,email,,,,,
B7GGYC,Blue Life Dive,Colombia,southamerica/colombia/sanandresandprovidencia,info@bluelifedive.com,es,email,,,,,
YXD7QL,Bogotá Bike Tours,Colombia,southamerica/colombia/bogota,,es,website,,,,,bogotabiketours.com
PQDVXN,Bogotá Graffiti Tour,Colombia,southamerica/colombia/bogota,reservas@bogotagraffiti.com,es,email,,,,,
TZYYKR,Cartagena Connections,Colombia,southamerica/colombia/cartagena,info@cartagenaconnections.com,es,email,,,,,
R9WTL5,Cartagena Divers,Colombia,southamerica/colombia/cartagena,diverscartagena@gmail.com,es,email,,,,,
85ZL2Y,Colombia Paragliding,Colombia,southamerica/colombia/palmira,info@colombiaparagliding.com,es,email,,,,,
SBFZHX,Colombia Rafting Expediciones,Colombia,southamerica/colombia/san_gil,colombiaraftingsangil@gmail.com,es,email,,,,,
RK93N7,Colombian Highlands,Colombia,southamerica/colombia/villadeleyva,info@colombianhighlands.com,es,email,,,,,
J2QJSN,Diving Planet,Colombia,southamerica/colombia/cartagena,info@divingplanet.org,es,email,,,,,
JWBW9J,Expotur,Colombia,southamerica/colombia/santamarta,info@expotur-eco.com,es,email,,,,,
LHHDP7,Impulse Travel,Colombia,southamerica/colombia/bogota,info@impulsetravel.co,es,email,,,,,
MNYF54,Kasaguadua Natural Reserve,Colombia,southamerica/colombia/salento,info@kasaguadua.com,es,email,,,,,
GVLLJY,Magdalena Rafting,Colombia,southamerica/colombia/sanagustin,magdalenaraftinghuila@gmail.com,es,email,,,,,
FZZ9N7,Magic Tour Colombia,Colombia,southamerica/colombia/santamarta,reservas@magictourcolombia.com,es,email,,,,,
T77NSB,Real City Tours,Colombia,southamerica/colombia/medellin,,es,website,,,,,realcitytours.com
P8V9T2,Selvaventura,Colombia,southamerica/colombia/leticia,,es,website,,,,,selvaventura.co
L6QC6P,Teyuna Tours,Colombia,southamerica/colombia/santamarta,reservas@teyunatours.com,es,email,,,,,
KDYT6J,The Lost City Trek,Colombia,southamerica/colombia/santamarta,info@ciudadperdida.com.co,es,email,,,,,
LW5SP2,Wiwa Tours,Colombia,southamerica/colombia/santamarta,,es,website,,,,,wiwatour.com
DFHF7T,Zona de Vuelo,Colombia,southamerica/colombia/medellin,,es,website,,,,,zonadevuelo.com
562WWF,Adventure Tours Costa Rica,Costarica,northamerica/costarica/jaco,,en,website,,,,,adventuretourscostarica.com
9F5B6Q,Arenal Rafting,Costarica,northamerica/costarica/lafortunaarenalvolcano,arenalrafting@gmail.com,en,email,,,,,arenalrafting.com
BQJ75S,ATEC,Costarica,northamerica/costarica/puerto_viejo_de_talamanca,ongatec@gmail.com,en,email,,,,,ateccr.org
WCT6SV,Bahía Aventuras,Costarica,northamerica/costarica/uvita,,en,website,,,,,bahiaaventuras.com
YJ88SN,Bahía Ballena Tours,Costarica,northamerica/costarica/uvita,,en,website,,,,,ballenatourcostarica.com
D6GDRP,Bay Island Cruises,Costarica,northamerica/costarica/puntarenas,reservas@bayislandcruises.com,en,email,,,,,bayislandcruises.com
8PR498,Cahuita Tours,Costarica,northamerica/costarica/cahuita,,en,website,,,,,cahuitatours.com
7LXC66,Caminatas al Chirripó,Costarica,northamerica/costarica/san_gerardo_de_rivas,,en,website,,,,,caminatasalchirripo.com
C5NGL2,Canoa Aventura,Costarica,northamerica/costarica/lafortunaarenalvolcano,,en,website,,,,,canoa-aventura.com
6YN6LL,Corcovado Hiking Tours,Costarica,northamerica/costarica/puertojimenez,rodolfohikingtours@gmail.com,en,email,,,,,corcovadohikingtours.com
K7HY37,Costa Rica Fishing Company,Costarica,northamerica/costarica/quepos,reserve@costaricafishingcompany.com,en,email,,,,,costaricafishingcompany.com
5QDWKD,Dolphin Tours,Costarica,northamerica/costarica/uvita,dolphintourscr@gmail.com,en,email,,,,,dolphintourcostarica.com
9SX4B7,Dominical Surf School,Costarica,northamerica/costarica/dominical,,en,website,,,,,dominicalsurfschool.com
NRYG7K,GoCorcovado,Costarica,northamerica/costarica/drake_bay,info@gocorcovado.com,en,email,,,,,gocorcovado.com
NNZFQ2,Gone Fishing Quepos,Costarica,northamerica/costarica/quepos,,en,website,,,,,gonefishingquepos.com
V433HX,Greenway Tours,Costarica,northamerica/costarica/limon,info@greenwaytours.com,en,email,,,,,greenwaytours.com
DK36K7,Hacienda Orosi,Costarica,northamerica/costarica/orosi,info@haciendaorosi.com,en,email,,,,,haciendaorosi.com
XT4B7P,Iguana Surf,Costarica,northamerica/costarica/tamarindo,,en,website,,,,,iguanasurf.net
7SDZSR,Jaco Surf School Costa Rica,Costarica,northamerica/costarica/jaco,,en,website,,,,,jacosurfschoolcostarica.com
27QHSG,La Fortuna Rafting,Costarica,northamerica/costarica/lafortunaarenalvolcano,info@lafortunarafting.com,en,email,,,,,lafortunarafting.com
NZ9V4J,Monteverde Tours Costa Rica,Costarica,northamerica/costarica/monteverde,,en,website,,,,,monteverdetourscr.com
8G4G9Q,Monteverde Travel and Adventure,Costarica,northamerica/costarica/monteverde,birdwatching@monteverdetravel.com,en,email,,,,,
24WTHL,Native's Way Costa Rica,Costarica,northamerica/costarica/liberia,info@nativesway.com,en,email,,,,,nativeswaycostarica.com
57RDDV,Natural Center Tours,Costarica,northamerica/costarica/samara,nctours.samara@gmail.com,en,email,,,,,
BBRCXL,Nature Tours Samara,Costarica,northamerica/costarica/samara,info@naturetourssamara.com,en,email,,,,,
KZ2KYG,Nosara CR Surf School,Costarica,northamerica/costarica/nosara,info@nosaracrsurfschool.com,en,email,,,,,nosaracrsurfschool.com
2LRBJC,Nosara Surf Academy,Costarica,northamerica/costarica/nosara,nosarasurfacademy@gmail.com,en,email,,,,,nosarasurfacademy.com
9QZLGT,Osa Great Adventure,Costarica,northamerica/costarica/drake_bay,,en,website,,,,,osagreatadventure.com
G4FQNH,Pacific Dirt Road,Costarica,northamerica/costarica/santa_teresa,,en,website,,,,,quadtourscostarica.com
BLFZPV,Pacuare Outdoor Center,Costarica,northamerica/costarica/turrialba,info@pacuareoutdoorcenter.com,en,email,,,,,pacuareoutdoorcenter.com
BV2ZFX,Pacuare Rafting Tours,Costarica,northamerica/costarica/sanjose,,en,website,,,,,pacuareraftingtours.com
S36MCT,Pavones Boat Tours,Costarica,northamerica/costarica/golfito,,en,website,,,,,pavonesboattours.com
6YYTYM,Pura Vida Snorkeling,Costarica,northamerica/costarica/playa_flamingo,,en,website,,,,,puravidasnorkeling.com
9VKCSD,Refugio Monteverde,Costarica,northamerica/costarica/monteverde,,en,website,,,,,refugiomonteverdecr.com
LSQ5KL,Rich Coast Diving,Costarica,northamerica/costarica/playas_del_coco,info@richcoastdiving.com,en,email,,,,,richcoastdiving.com
